Performance.KDTMean,Performance.MAMean,Performance.MVMean,Performance.TBCMean,Performance.DDCMean,Performance.DMSMean,Performance.AEDMean,Performance.ADMSLMean,ExhaustionLevel,Performance.Task
"0,4997816744","0,4010092017","0,3089333071","0,4176825411","0,2722744759","0,2276141723","0,1747280041","0,2726737182",0,1
"0,5207076668","0,3591282241","0,2941619748","0,4279658288","0,3347077172","0,2323692621","0,1705950939","0,2861378515",0,1
"0,5032465889","0,40265518","0,3059939266","0,425920064","0,3473440858","0,2809922426","0,1842085748","0,4911343989",0,1
"0,5156450844","0,4148639326","0,3077789109","0,4204593514","0,4299989182","0,2532861282","0,1819024948","0,4167565267",0,1
"0,6063159803","0,3712174963","0,2928788504","0,4174517969","0,2370713716","0,2136625131","0,1765798879","0,1883678042",0,1
"0,5171419787","0,4155994196","0,3080235463","0,4301456985","0,2115575799","0,2556146095","0,202587451","0,444538821",0,1
"0,5384009715","0,3923918847","0,2960809497","0,442107731","0,2593847854","0,235660514","0,231717816","0,2241318549",0,1
"0,514221771","0,4230887022","0,3190390961","0,4189365508","0,2219482778","0,2281296329","0,1927689808","0,2551477995",0,1
"0,5153914324","0,4096611724","0,309234585","0,4227132765","0,3908033122","0,2201068145","0,2016222964","0,2236372737",0,1
"0,4929377169","0,4410814873","0,3260526126","0,4205366405","0,4506532415","0,2221432953","0,2879470315","0,2102367394",0,1
"0,4929377169","0,3076549202","0,3468465476","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4929377169","0,3076435526","0,344008895","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4995189511","0,3714773373","0,2911298336","0,4188309737","0,4136370342","0,2428287363","0,172759605","0,3647966746",0,1
"0,499675767","0,3444654127","0,289616568","0,4247315792","0,3561221294","0,2282280291","0,1669343452","0,3460043373",0,1
"0,4929377169","0,3588508557","0,2986212137","0,4219522209","0,5838168449","0,24100242","0,1831800629","0,3591607002",0,1
"0,4994389381","0,3231292227","0,3023376722","0,4204052649","0,216568276","0,2146288933","0,1795057852","0,1977820456",0,1
"0,4997147632","0,3198357979","0,3196985893","0,4170001817","0,213976958","0,2276352928","0,1770681957","0,3129905309",0,1
"0,4929377169","0,5512803983","0,3467406862","0,4443187217","0,217314317","0,3212181564","0,187521726","0,7738344598",0,1
"0,4929377169","0,3254859701","0,3111914831","0,4189116425","0,5990195464","0,3068572103","0,1639693768","0,8425603975",0,1
"0,4996695773","0,3265514291","0,2958417947","0,4231694919","0,213916168","0,2126630296","0,1921612221","0,1882569754",0,1
"0,4978327269","0,3248665826","0,2932255421","0,414466663","0,2115575799","0,2260226175","0,1802046674","0,3476064706",0,1
"0,4998355951","0,3492916394","0,3274270888","0,4211657478","0,4430888535","0,2456622786","0,1701662353","0,4339853345",0,1
"0,499453847","0,3287291262","0,3120568076","0,4241142972","0,2447795279","0,248079822","0,1764252341","0,4068090056",0,1
"0,4995801822","0,3193711204","0,2905004834","0,6212368209","0,2115575799","0,2139974071","0,1941812819","0,19191234",0,1
"0,4996592276","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4996299363","0,3183541065","0,2909537883","0,5249275079","0,2115575799","0,2121436647","0,2469457846","0,1775346941",0,1
"0,4994291974","0,3195571295","0,2790122902","0,5570561278","0,2115575799","0,211550711","0,1645842997","0,1691425437",0,1
"0,4995514782","0,3363330848","0,3102501992","0,4174231468","0,2125597191","0,2268615487","0,1795112564","0,2779738089","0,4",1
"0,4996833922","0,459278692","0,3320114725","0,4178999051","0,2140457339","0,265110171","0,1693016142","0,5858858718","0,4",1
"0,4997131445","0,4377290495","0,3289613329","0,4283081478","0,2134150984","0,25804563","0,1798648137","0,4775328387",0,1
"0,4929377169","0,4536295762","0,3297264045","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299","0,4",1
"0,4993401222","0,4553652676","0,3499791463","0,4175790885","0,2181527973","0,2486007132","0,2173197217","0,43197145",0,1
"0,4998219482","0,37502727","0,3114890824","0,4350178573","0,2125597191","0,3337156828","0,1731179017","0,6934196183",0,1
"0,4997144028","0,3369231838","0,3094101029","0,4115272686","0,2115575799","0,2132916199","0,1608987966","0,1989558186",0,1
"0,4994195625","0,3243267229","0,2872083262","0,4134946975","0,2115575799","0,2112958791","0,1637634049","0,171151311",0,1
"0,4994540403","0,3243267229","0,2871345697","0,4134946975","0,2115575799","0,2112958791","0,1637634049","0,171151311",0,1
"0,4999394238","0,3117333176","0,2804347344","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4997020816","0,3164392018","0,281256436","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4994510923","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4996170312","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4997036401","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4995796471","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,4994998571","0,3270185489","0,3210440915","0,4304573101","0,2115575799","0,2887777392","0,1993906362","0,5731286116",0,1
"0,4996480025","0,3210064229","0,2759600896","0,4282610954","0,9802378551","0,2924459423","0,2088774397","0,6822334771",0,1
"0,4929377169","0,3208036515","0,2759063326","0,4226539586","0,4710079802","0,2217888671","0,2087258282","0,2950408238","0,4",1
"0,4929377169","0,3376572061","0,3055744448","0,4157141966","0,2163930427","0,2204616379","0,1979770482","0,2457386583",0,1
"0,4999517476","0,3076424818","0,2842687059","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299","0,4",1
"0,4998914173","0,3295677594","0,3152991752","0,4243913913","0,2138959047","0,2533798778","0,1658414141","0,4714791859",0,1
"0,4994851478","0,3320929558","0,3166680478","0,4244669269","0,2115575799","0,2324493937","0,16931413","0,4213937601","0,4",1
"0,4995808866","0,3371905365","0,3128906067","0,4232584578","0,2147834174","0,2237827407","0,1746446446","0,2754761315","0,4",1
"0,499619009","0,3195170399","0,3138939023","0,4177592404","0,2172265354","0,2394083678","0,1671662143","0,4093063128","0,4",1
"0,4996527125","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299","0,4",1
"0,4996002633","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299","0,4",1
"0,4995765623","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299","0,4",1
"0,4995053873","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299","0,4",1
"0,4995094093","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299","0,4",1
"0,4997901679","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299","0,4",1
"0,4999361491","0,3293178236","0,3083272101","0,420817244","0,2135618583","0,2412208591","0,1657819002","0,4264673353","0,4",1
"0,5000094934","0,4473994714","0,3377054035","0,421274456","0,2135618583","0,2726972452","0,1686757028","0,5900881847","0,4",1
"0,4998375979","0,4678413807","0,339476718","0,4268603217","0,2145296096","0,3650099793","0,1766792658","0,8204720796","0,4",1
"0,4994966713","0,4314285685","0,3192925947","0,5645925982","0,2199738915","0,2202759994","0,1797942752","0,2559157156",0,1
"0,4991783572","0,4114085546","0,3065819856","0,4179595673","0,2172689445","0,2194305673","0,1778175738","0,2982094966",0,1
"0,4992184401","0,4113076846","0,3043939303","0,417301079","0,2145639976","0,2189659979","0,1774742787","0,2566716958",0,1
"0,4993751261","0,4428380956","0,2895840121","0,420019327","0,7209957422","0,2145402733","0,1907528833","0,2034887116",0,1
"0,4994544779","0,4593730147","0,2967452452","0,4197409106","0,7209957422","0,2144581278","0,1619677892","0,2057582863",0,1
"0,4992329312","0,4161492313","0,3281872209","0,4189056611","0,2115575799","0,2113249217","0,1597249886","0,1743390806",0,1
"0,4991031368","0,3076424818","0,2556118614","0,4115272686","0,2115575799","0,2111601568","0,1300541032","0,1674348299",0,1
"0,5003133702","0,4595199962","0,3446944783","0,447839714","0,3611607761","0,2662205151","0,3957286738","0,4281460304",0,1
"0,4999233136","0,5469746096","0,3753383984","0,4337158509","0,2115575799","0,3365012271","0,1962207603","0,7477198346","0,4",1
0,"0,1553900044","0,07439099738","0,4419837592","0,6470542168","0,07205872832","0,1705216678","0,2655446036",0,"0,5"
"0,5306154407","0,9209872746","0,8850286529",0,"0,3878514641","0,9633430929","0,1564085301","0,8250584771",0,"0,5"
"0,4421269109","0,4862278496","0,4531418954","0,5601801638",0,"0,6665189273",1,"0,9484075599","0,2","0,5"
"0,6317573328","0,6621486169","0,473967483","0,688382166","0,2583219609","0,6208105221","0,176055599","0,4244755011","0,2","0,5"
