Performance.KDTMean,Performance.MAMean,Performance.MVMean,Performance.TBCMean,Performance.DDCMean,Performance.DMSMean,Performance.AEDMean,Performance.ADMSLMean,ExhaustionLevel,Performance.Task
"0,8427414104","0,4498712019","0,3598516608","0,3723897089","0,2964253278","0,2313207013","0,1769403342","0,3151142443","0,6",0
"0,510767753","0,4509449126","0,3602500184","0,3901101008","0,2062722914","0,2328645856","0,1939573258","0,3445319997","0,6",0
"0,5008705233","0,4557285683","0,3637854553","0,3668554107","0,6281456722","0,237638086","0,1633905671","0,3828145665","0,8",0
"0,4998345376","0,4589246059","0,370768899","0,3746140169","0,2251799204","0,2231809752","0,2014545998","0,2962366624","0,8",0
"0,5037820288","0,4732432872","0,3858991372","0,3766489126","0,2558573944","0,2455139702","0,232467916","0,3625570397","0,8",0
"0,5010932795","0,4468634574","0,3560098953","0,3636852759","0,2124433473","0,2274833894","0,1656881922","0,3039714764","0,8",0
"0,5012433463","0,412373948","0,3190938365","0,3647293278","0,1719005052","0,2258640193","0,2204688352","0,2783038904","0,8",0
"0,5371411421","0,4392967816","0,3533278718","0,385347559","0,1838853016","0,2311519796","0,1576116134","0,3032099932","0,4",0
"0,5003977233","0,433866311","0,3485104983","0,3606983607","0,2408903952","0,2244034725","0,2052987605","0,2820724305","0,4",0
"0,5080714054","0,4093695487","0,3227448664","0,3770536162","0,2855156614","0,2329357735","0,1620993826","0,2961849198","0,4",0
"0,4993921064","0,4124168353","0,3163583699","0,3612555949","0,2621997645","0,2263432697","0,1613272128","0,2899007047","0,6",0
"0,5004844231","0,4503215849","0,36447082","0,3848251944","0,1768624111","0,2273809609","0,1805869959","0,2926101176","0,4",0
"0,4998970506","0,4466066984","0,3529183053","0,3611960156","0,2151972171","0,2467069066","0,1669808551","0,33863551","0,6",0
"0,5112507462","0,4614989471","0,3833866111","0,3626181696","0,3746294268","0,2250742613","0,1723597234","0,2845087417","0,8",0
"0,5008738255","0,484772619","0,409075279","0,3767039073","0,1688057213","0,2214222804","0,1514052746","0,340329954",1,0
"0,5014229353","0,4852175732","0,3983849186","0,3714475144","0,17242987","0,2558230777","0,178034278","0,3940231462","0,2",0
"0,5012645883","0,4139390558","0,319533477","0,3639513866","0,2349962136","0,2203720489","0,1961828803","0,2614052623","0,2",0
"0,5002899989","0,4250220147","0,3388214997","0,3629554357","0,1688057213","0,2406577261","0,2253204991","0,3358072627","0,2",0
"0,5014435224","0,4179230285","0,3261268502","0,3796018574","0,1976186042","0,2318668683","0,1545632033","0,3218018067","0,4",0
"0,5006481335","0,4182141128","0,3280228542","0,369218223","0,2444347798","0,2416946595","0,1654910793","0,346210804","0,4",0
"0,499620178","0,4313662023","0,341022433","0,3697414856","0,2247360663","0,2354157892","0,1936097836","0,3204067846","0,4",0
"0,4997452433","0,4840118307","0,3966603141","0,3623053508","0,4864012923","0,2423725097","0,1837163139","0,3089532312","0,4",0
"0,5009500002","0,4557120952","0,3663435051","0,360771841","0,2059124627","0,234257827","0,1618076651","0,3181636269","0,4",0
"0,5004568996","0,4255970227","0,3361882759","0,3687685675","0,2232830544","0,2246626947","0,1637813498","0,2979173168","0,4",0
"0,5005058242","0,4710974318","0,3866151446","0,3608888238","0,1910659844","0,2320889659","0,2422154353","0,30370141","0,4",0
"0,4997533502","0,4424405465","0,3555534815","0,362875051","0,2163331951","0,2285031986","0,1904914871","0,3232211561","0,4",0
"0,5008163463","0,441823535","0,3537990102","0,360713735","0,2480177378","0,2378502602","0,2287208688","0,3119167989","0,4",0
"0,5013580391","0,4104383437","0,3181593841","0,3615935177","0,2272555136","0,2223183419","0,1960318132","0,2944949553","0,4",0
"0,5028586587","0,4140207135","0,3255148412","0,3667171082","0,2627114177","0,2296397395","0,1931662831","0,2870946121","0,4",0
"0,4980201715","0,3853164763","0,2927117983","0,369117579","0,2520801225","0,2241047475","0,1620989227","0,2798677725","0,4",0
"0,4885222954","0,3918826326","0,2974628485","0,3693956213","0,2243268342","0,2273851255","0,2527455769","0,2667059124","0,6",0
"0,5037031097","0,3845453017","0,2925891007","0,3770225583","0,2136353575","0,2180601232","0,1895857818","0,2542752949","0,6",0
"0,5027101818","0,3730642981","0,2681463984","0,365941752","0,1688057213","0,2289474883","0,459836149","0,2601317738","0,6",0
"0,5022099731","0,4021836709","0,320313949","0,3805764714","0,2461321597","0,2180546836","0,1336284701","0,2748376842","0,6",0
"0,5005652744","0,4573697067","0,300558527","0,3640650097","0,1887438035","0,2395676018","0,1378087504","0,3326849663","0,6",0
"0,4998612223","0,4247950582","0,2907712519","0,3711390142","0,2409800156","0,2468598853","0,2336154524","0,3555035558","0,6",0
"0,5647160663","0,4593540416","0,345743323","0,4042026723","0,2309514998","0,2258442869","0,1391501811","0,2942334085","0,6",0
"0,5056626076","0,3842068442","0,2895804477","0,3837963317","0,2537696181","0,2327465325","0,1498741055","0,3099817872","0,4",0
"0,5015381683","0,3894485105","0,2947310781","0,3607453811","0,2299235249","0,2379262865","0,1958446333","0,3085686381","0,4",0
"0,500037219","0,4185287425","0,3278121416","0,3855671006","0,1688057213","0,2295875629","0,172265648","0,2857901793","0,2",0
"0,500251656","0,5083800255","0,4158025603","0,3617357873","0,3928281778","0,2355695307","0,1819103173","0,3352377114","0,2",0
"0,500784749","0,4510594535","0,3602056934","0,371511257","0,2458821724","0,2245127005","0,2259923126","0,2897000722","0,4",0
"0,5019490118","0,4331322495","0,3387446603","0,3648768743","0,2092140604","0,2322863808","0,1867629779","0,2879764168","0,6",0
"0,4997478745","0,4237692421","0,3340140131","0,3617100663","0,2380848312","0,2263669438","0,1943140395","0,2910302087","0,4",0
"0,5136564687","0,393757138","0,3004900848","0,3935489866","0,238497905","0,2286588156","0,1993906137","0,2831085818","0,4",0
"0,5006057321","0,4404213173","0,3444278768","0,3720308287","0,2469118419","0,2275636858","0,2002551686","0,2907529868","0,4",0
"0,5001309681","0,4697164946","0,3832917714","0,3612615149","0,2327352746","0,2348374603","0,1707362833","0,3434825863","0,4",0
"0,5135534134","0,4758076321","0,3912119072","0,374307209","0,2254020508","0,2396020814","0,2216495871","0,3340042391","0,6",0
"0,5026594343","0,4169385244","0,3263012188","0,3642604166","0,2142243259","0,2357967373","0,2268000666","0,2981557884","0,6",0
"0,5097837501","0,4472063526","0,3594243386","0,3733858475","0,2253563547","0,2476303659","0,1714217382","0,3796613169","0,8",0
"0,5093339339","0,4442316002","0,3521692006","0,3703311618","0,2105318818","0,2395603326","0,2298962705","0,2917588665","0,6",0
"0,5432017314","0,4347859467","0,3349037532","0,4006584736","0,3370016132","0,2422403902","0,2076675828","0,3262322789","0,6",0
"0,5050204675","0,4378807504","0,3457725834","0,3738433066","0,3006534904","0,2319356552","0,1796830836","0,3327997899","0,6",0
"0,5004660438","0,4565406131","0,3670264295","0,3733758528","0,2242451866","0,2368056631","0,1774726346","0,3398346521","0,4",0
"0,504751435","0,4272673757","0,3330913854","0,3647628543","0,2546636341","0,2350222804","0,1840098804","0,3209520385","0,4",0
"0,5030390302","0,4383188151","0,3462867647","0,3841742696","0,2406884949","0,2427346166","0,1767979251","0,3521360851","0,6",0
"0,5005064057","0,3935316118","0,3028304927","0,3710748397","0,1688057213","0,2170506752","0,1794954546","0,2515168945","0,4",0
"0,5018024099","0,4291217653","0,3429638843","0,3864941346","0,1993585012","0,2205474181","0,1809691985","0,2673771897","0,6",0
"0,502497715","0,4385622809","0,3454012022","0,3803777183","0,2508459931","0,2311673495","0,188142879","0,3075589049","0,8",0
"0,499897169","0,4400279222","0,3507228007","0,3655193775","0,2451369583","0,2260489671","0,194943437","0,3078982442","0,8",0
"0,4998379754","0,4839921169","0,392091791","0,3651772054","0,2375585486","0,2229615141","0,162854826","0,274047491","0,6",0
"0,5049086304","0,467809005","0,3750170677","0,3756086372","0,2096103265","0,2241441623","0,201356173","0,2867646739",0,0
"0,5266463849","0,4046868649","0,3123769856","0,3916459388","0,2725624448","0,2304158295","0,2044311293","0,2988254908","0,2",0
"0,5457456758","0,4599394739","0,3746156757","0,3887709822","0,3816898434","0,2426370391","0,2228488127","0,3037739737","0,2",0
"0,533499068","0,4308222873","0,3363640948","0,3834557766","0,246854428","0,2256550104","0,191997007","0,2766018776","0,2",0
"0,5003058259","0,4343552716","0,3381266043","0,3731932018","0,2042679868","0,2244166842","0,163643981","0,2943799644","0,2",0
"0,5021555997","0,4647822024","0,3751818024","0,3715085738","0,1901074866","0,2440528353","0,1787683167","0,3371057532","0,4",0
"0,499080498","0,3810775082","0,2830308669","0,3619600003","0,2278744924","0,2706907459","0,1785631654","0,39764309","0,4",0
"0,5008789958","0,3865951739","0,2930826304","0,3700663265","0,1872942901","0,2280211832","0,1615952592","0,2978961489","0,4",0
"0,5005280218","0,4409597804","0,3453419575","0,3736170528","0,2694305635","0,2633713642","0,1816193688","0,3790060749","0,4",0
"0,5002290223","0,4315018097","0,3419085738","0,3605994767","0,1990252254","0,2333041182","0,1940468676","0,3138388941","0,6",0
"0,4995616594","0,4236323103","0,3303385708","0,3657483089","0,3774051566","0,2380118287","0,1617310329","0,3355874426","0,6",0
"0,5014346722","0,4714866","0,3766127777","0,3706331794","0,2313270458","0,2461017648","0,2160921438","0,3320300336","0,6",0
"0,4997204881","0,5077401429","0,4213780409","0,3623707524","0,3268416637","0,2295454013","0,1583209115","0,3076451561","0,4",0
"0,5494881157","0,5260139346","0,4360189237","0,3793959932","0,3044558776","0,3200092195","0,2167359218","0,5288714753","0,4",0
"0,5008884802","0,4562440114","0,3643284766","0,3643117066","0,215846372","0,2585926614","0,1833947788","0,4693273311","0,6",0
"0,4999914953","0,4611989424","0,3769179836","0,3624261091","0,2098058343","0,2268468923","0,1906285348","0,2798003518","0,2",0
"0,587992264","0,4258969392","0,3286432277","0,375778607","0,2399226649","0,2260074983","0,162343921","0,2859053314","0,2",0
"0,4997994144","0,4298947615","0,3372749066","0,3667134968","0,3321101429","0,2283194215","0,1777195833","0,2905502956","0,2",0
"0,4968171659","0,494632978","0,3965022887","0,3641512702","0,2779115356","0,228144071","0,2404152797","0,2963185611","0,2",0
"0,4995799622","0,4557289906","0,3655609833","0,3615843536","0,2636916831","0,2274957633","0,154375262","0,3009539194","0,2",0
"0,5459200596","0,5030412503","0,4068035733","0,3861252528","0,2024934282","0,2254931706","0,1743120844","0,303733304","0,4",0
"0,5011827777","0,4585328684","0,3670403584","0,3727882107","0,2195021044","0,2351708129","0,176397977","0,3208616157","0,2",0
"0,505010638","0,4640299188","0,3714926059","0,3751097234","0,2354209849","0,2604773123","0,1469635513","0,4028645536","0,2",0
"0,4999358239","0,4881243335","0,3924279976","0,3610482282","0,2388966699","0,2541428568","0,1495692005","0,4214826366","0,2",0
"0,5021733182","0,5012410697","0,4189722825","0,3859797422","0,2395992465","0,300799097","0,154030482","0,5655578667","0,4",0
"0,5011856004","0,4898730741","0,400002672","0,3911344843","0,2358494114","0,2445420236","0,1466948201","0,3971305633","0,6",0
"0,4885222954","0,4475360636","0,3525626047","0,4192225027","0,1688057213","0,2479829573","0,1757291411","0,3608750787","0,2",0
"0,499729541","0,4523767832","0,3684865121","0,4225992589","0,2773928576","0,2332103488","0,1865885811","0,3319409868","0,2",0
"0,4988510767","0,4731518353","0,3759425013","0,4585747588","0,1871954466","0,254314884","0,1838601789","0,411175232","0,2",0
"0,5009381937","0,4418748034","0,3490201207","0,403549246","0,173052835","0,2202805199","0,153681181","0,2858162301","0,4",0
"0,502525941","0,4213621841","0,3303079743","0,4170190008","0,2550478363","0,2337619888","0,1946199095","0,3087086142","0,6",0
"0,5020216323","0,4315164653","0,3412980416","0,4484341614","0,2111370955","0,2252775961","0,172832786","0,2846120128","0,4",0
"0,4988886645","0,427767028","0,3316490903","0,441680969","0,2452186183","0,2266231094","0,1778031725","0,3001271513","0,4",0
"0,500577292","0,4360477874","0,3455996273","0,471568815","0,1757006567","0,2293506146","0,1850855566","0,2899977177","0,4",0
"0,5054793122","0,4575467388","0,362276885","0,4965090557","0,1983729655","0,2373180046","0,1711414857","0,35515633","0,4",0
1,"0,4246024799","0,3351964547","0,4780776247","0,2654312007","0,2304184303","0,1581156229","0,2985431063","0,8",0
"0,501740762","0,4495576373","0,3604364387","0,4119089606","0,203039163","0,2305528543","0,1710136909","0,2983563437","0,4",0
"0,5006865109","0,4268990945","0,3364761696","0,5109221111","0,1866052002","0,2294981924","0,1847356843","0,2741848512","0,2",0
"0,5025871305","0,4507966933","0,3666606076","0,4424367109","0,2138305812","0,2302372333","0,2109300877","0,3078423582","0,8",0
"0,4885222954","0,4009849503","0,3125507464","0,4534304144","0,2035774055","0,2225769207","0,1631362738","0,2812477306","0,4",0
"0,5001745174","0,4522647932","0,3679831754","0,4577223198","0,2508899141","0,2249853297","0,1738282059","0,2983995431","0,6",0
"0,5024190276","0,444870882","0,3426658275","0,4262369332","0,2182806167","0,2283827249","0,1640778137","0,3344677406","0,6",0
"0,4995908865","0,404795217","0,2870323731","0,4755416987","0,2639740035","0,232006926","0,2052838578","0,2972430999","0,2",0
"0,5010049458","0,4058475788","0,3085476463","0,4485331223","0,2093918505","0,2367800752","0,1692257986","0,3400330323","0,2",0
"0,4988744596","0,4209714942","0,3245532206","0,4679055979","0,2475156935","0,2307571391","0,1710777224","0,2939089881","0,4",0
"0,5015296302","0,3962108207","0,2990938267","0,5094944063","0,2080547145","0,2249281133","0,2091320315","0,2970250966","0,4",0
"0,4971867233","0,3727186729","0,2777239363","0,5158425725","0,2342297919","0,2257128121","0,1938086131","0,2750019618","0,4",0
"0,500052539","0,4111473613","0,3156990767","0,4671073135","0,1791568126","0,2239467009","0,1758615986","0,2801670331","0,6",0
"0,5004476846","0,5258898466","0,4239930203","0,449523693","0,2447115622","0,2420181033","0,1722233993","0,3538788432","0,4",0
"0,5070380679","0,3822865515","0,2847368767","0,4715709911","0,2329457983","0,2479418225","0,169967299","0,2888672558","0,8",0
"0,5005605673","0,4524241994","0,3665663366","0,4613317253","0,1999277196","0,2348675186","0,1864314599","0,3523393793",0,0
"0,5016742607","0,4100517204","0,3152100776","0,5184203796","0,1882404104","0,2424842637","0,2204473942","0,3124071004",0,0
"0,501827553","0,4187007841","0,3303269313","0,5168516045","0,1929493066","0,2238458509","0,2235859975","0,2718433033",0,0
"0,5080946546","0,4690909527","0,3936468304","0,4500976109","0,2002338488","0,2349210891","0,191799478","0,334350816","0,4",0
"0,5029286813","0,4163871529","0,3283541802","0,4607980465","0,2421983791","0,2295513436","0,2043615086","0,2865211742","0,4",0
"0,5008061127","0,4361309878","0,3468025515","0,4620063108","0,2324677559","0,250008343","0,178415509","0,366015691","0,4",0
"0,4993108901","0,4262903119","0,3375558319","0,55821698","0,2064211267","0,2485732597","0,206398406","0,3563067814","0,4",0
"0,502083106","0,4057557577","0,3150745839","0,4587253893","0,2266856013","0,2177419992","0,2407517776","0,2528026354","0,4",0
"0,5003216715","0,4020372643","0,3066358494","0,4791528202","0,2079795296","0,2246135285","0,1842983918","0,2881765835","0,4",0
"0,5390017726","0,4020518375","0,3054873775","0,4777218807","0,2152608609","0,2237238138","0,2535489675","0,2775094754","0,2",0
"0,500083637","0,4454262632","0,3160828772","0,4133166624","0,2221160588","0,2340284281","0,1883057825","0,3284919814",0,0
"0,5003259389","0,4829074647","0,3219481499","0,4182235067","0,2034184985","0,2311572732","0,1849601273","0,3267459686",0,0
"0,5002823066","0,4513621027","0,3396122003","0,4400868528","0,4092735302","0,240975598","0,2020655536","0,3569251433","0,2",0
"0,5007212492","0,5285389018","0,2816193677","0,4444138008","0,2140270367","0,2520875071","0,1928433112","0,3872090667","0,2",0
"0,5052105525","0,4702977494","0,3328111515","0,6214589007","0,227062771","0,2364106093","0,1543962219","0,3643427281","0,2",0
"0,5020395048","0,4714118474","0,3483742829","0,5129609583","0,4538116548","0,2433368282","0,1905199358","0,3749641001","0,2",0
"0,5006147922","0,4911825438","0,3733596307","0,4657431357","0,1909385614","0,2285289217","0,1848928369","0,3192247672","0,2",0
"0,4996995596","0,6733895523","0,4288723331","0,4227387026","0,1688057213","0,2601814932","0,1919104874","0,3976751047","0,2",0
"0,499517251","0,4916100999","0,3704113482","0,44177092","0,2716120595","0,2249482563","0,1818245987","0,2784538423","0,2",0
"0,5134596379","0,586358675","0,3846891316","0,6766654243","0,1688057213","0,2546392535","0,1722417102","0,3690354264","0,2",0
"0,501216552","0,422537605","0,2965917921","0,4347930694","0,328388277","0,2241544034","0,1545808931","0,280051039","0,2",0
"0,5065177693","0,3968220994","0,300535551","0,5028940027","0,2422364558","0,2349764812","0,1564814993","0,3000521008","0,2",0
"0,4984975877","0,4237298554","0,325239843","0,429337176","0,1740625139","0,2427034011","0,1633660682","0,3633742987","0,2",0
"0,5012308143","0,4356688368","0,3378277731","0,4553485024","0,2191525772","0,2398449149","0,1610629754","0,3452886704","0,2",0
"0,5019950189","0,4877478471","0,3653700992","0,4224828781","0,2642399872","0,2392743572","0,1668966087","0,3364163082","0,2",0
"0,5005411078","0,4511081024","0,3103878599","0,4685994737","0,2197765133","0,2271105181","0,1810577487","0,2944487582","0,2",0
"0,5030197924","0,3986395082","0,3036499899","0,4416820693","0,2165424066","0,2370639153","0,1864870571","0,3376643073","0,6",0
"0,5008316903","0,4102837872","0,3107773961","0,4487874863","0,2258775057","0,2445542974","0,1608297737","0,3871500102","0,6",0
"0,5006217411","0,4497764337","0,3613699038","0,4876025986","0,1964890363","0,2311129964","0,1788196214","0,3084222107","0,2",0
"0,4885222954","0,4614543374","0,3834599153","0,4653403831","0,2025813942","0,2206902923","0,3658695737","0,2710885364","0,2",0
"0,499218348","0,4781048716","0,3851679231","0,4288804056","0,299806268","0,2326744339","0,1867909755","0,2877898898","0,2",0
"0,50141003","0,4125226567","0,3166267805","0,4236455621","0,2023756432","0,2455282001","0,1759469345","0,3501172165","0,6",0
"0,5313537829","0,407202511","0,3131826916","0,5003269247","0,2539743738","0,2328628438","0,1912475937","0,2846007339","0,8",0
"0,500713067","0,4134580562","0,3109578788","0,4918516478","0,1934216215","0,2505557629","0,1865360859","0,3372835707","0,8",0
"0,5012619144","0,4170375235","0,3209266449","0,4981813931","0,1872849564","0,2512797269","0,2049054976","0,3559903676","0,8",0
"0,4993356714","0,3761425383","0,2795990261","0,429004764","0,202062846","0,2217921503","0,1715609106","0,2659639478","0,2",0
"0,4988007062","0,4084507031","0,3181843821","0,4280447998","0,2091775329","0,2202462313","0,1566822744","0,2914542186","0,2",0
"0,5006220424","0,387695892","0,2901077344","0,549747391","0,2517546017","0,2408108002","0,1777197901","0,326856392","0,6",0
"0,4981249524","0,3947173143","0,3011617075","0,7005954709","0,1832385145","0,2224867649","0,2428469845","0,2701741447","0,4",0
"0,500249551","0,3885050067","0,2930290489","0,5117328438","0,2247762284","0,2256742254","0,2327704173","0,2674801982","0,4",0
"0,4994672192","0,4269268307","0,3322656094","0,5176119397","0,2308477382","0,2285675213","0,2083358919","0,2907237915","0,4",0
"0,4992909036","0,3888083633","0,2895884607","0,5723328896","0,2059508646","0,2275241526","0,2022818568","0,2732523475","0,4",0
"0,4997858394","0,3854806991","0,2919842221","0,5196324213","0,2544495943","0,2216881381","0,1892540662","0,2675072911","0,4",0
"0,5019354344","0,3681956115","0,2652416955","0,527367595","0,1954129154","0,2213292287","0,1889020096","0,2698460895","0,4",0
"0,5017770352","0,5001657385","0,407916305","0,4494822915","0,2062404558","0,2432627207","0,1830150065","0,4069035847",0,0
"0,5001207167","0,4260820837","0,3406781852","0,4378209023","0,2158875546","0,2315002288","0,1632210607","0,3197969341",0,0
"0,5004916139","0,4804159029","0,3396374851","0,4979846737","0,1899583101","0,2294437853","0,1745453184","0,2992496467","0,2",0
"0,5000850413","0,4371487156","0,2609977613","0,4432473542","0,1916661998","0,2527959587","0,1879992965","0,3826723212","0,2",0
"0,4994315025","0,3888748797","0,2816186008","0,403845708","0,1688057213","0,2340143342","0,1530606345","0,3199705052","0,2",0
"0,5011924327","0,3878506809","0,2950539955","0,4730938912","0,2506547515","0,2350386225","0,1699903237","0,3107851491","0,2",0
"0,500186957","0,407627709","0,3200178917","0,4862325463","0,2437418195","0,23492431","0,1667331386","0,3112473598","0,2",0
"0,5025069839","0,3968100127","0,2993543678","0,5329167631","0,2613837743","0,2380021121","0,1964199356","0,2935922652","0,4",0
"0,5012089107","0,4290359777","0,3397913307","0,467692787","0,2412074574","0,2374134022","0,2042156923","0,3091127425","0,6",0
"0,5009210288","0,457400098","0,3586478358","0,4616216615","0,169271514","0,2550990684","0,1631652841","0,3640257383","0,6",0
"0,500623994","0,4366675119","0,3389370023","0,5172806034","0,2130799107","0,2665856133","0,185108681","0,4390159698","0,6",0
"0,5010848875","0,5445396154","0,4503910608","0,40911426","0,2026227026","0,2469715756","0,2319463948","0,3445773858","0,6",0
"0,497498415","0,4521896268","0,3416450155","0,386827099","0,1688057213","0,2354930992","0,1713421007","0,3284478207","0,6",0
"0,4999747011","0,3894043915","0,2780231484","0,6492399551","0,3290406808","0,2558549778","0,3154900486","0,3722553754","0,6",0
"0,496727511","0,4293901424","0,3320727293","0,408599586","0,1691350865","0,2621304129","0,1401025845","0,4450631211","0,6",0
"0,5047562345","0,4299906994","0,3292295299","0,4130848507","0,2404625127","0,2275531134","0,1685152021","0,3075348009","0,2",0
"0,5001711777","0,4243718861","0,3345928145","0,669726944","0,5179045986","0,229818533","0,1993414986","0,2933361588","0,2",0
"0,4990883137","0,461549493","0,351778049","0,4364492603","0,2591661322","0,2300054771","0,1877217376","0,3164492805","0,2",0
"0,5022360355","0,3614975621","0,2589464567","0,493238056","0,3444679108","0,2206823145","0,1693776507","0,2755400882","0,2",0
"0,4996535089","0,4258501545","0,297361579","0,4279256772","0,2114455968","0,2289554807","0,2392118902","0,2873319967","0,4",0
"0,5012278503","0,418491817","0,2909295192","0,4294991308","0,2358672086","0,2402803684","0,167852363","0,3316299173","0,2",0
"0,5008575916","0,4442307339","0,3500347548","0,5064941396","0,2237979313","0,2233850991","0,2012133378","0,2749628788","0,4",0
"0,5564405011","0,4340566988","0,3345227114","0,4414448508","0,207202128","0,280819665","0,1758853021","0,4455163364","0,4",0
"0,5008332975","0,4117704617","0,2972327882","0,4440539044","0,2912496497","0,2336049863","0,179413171","0,3096888719","0,4",0
"0,5013127124","0,4245415586","0,2882609046","0,4247835397","0,1871381056","0,2221708415","0,1706365181","0,2829600013","0,4",0
"0,5007522093","0,4180540849","0,3093273035","0,4123951364","0,3014150185","0,2280881643","0,1842315285","0,3027969269","0,6",0
"0,5007394753","0,4426332232","0,3264300027","0,4604515175","0,2609535781","0,2322410326","0,1555798256","0,3243395892","0,6",0
"0,5001930123","0,4698122408","0,311619825","0,4331755053","0,2499263648","0,2251380375","0,176070402","0,3137342637","0,4",0
"0,5015444838","0,3752903743","0,2773168202","0,4310725769","0,3394502111","0,2407710475","0,1586177367","0,3104503264","0,6",0
"0,5001934278","0,3952346726","0,2979551985","0,4591540246","0,2088512418","0,2349342225","0,1723368509","0,3155576089","0,6",0
"0,5009944562","0,4148173003","0,3168561024","0,4579182901","0,1872751655","0,2289177909","0,1755242459","0,2989726269","0,6",0
"0,5037153028","0,3880529274","0,2912658905","0,4911169394","0,2283747103","0,228232203","0,1930982219","0,285990562","0,6",0
"0,5020189426","0,3797177842","0,2815633086","0,4211850144","0,1934492717","0,2184995008","0,2035732894","0,2599916069","0,6",0
"0,5011697827","0,4087724745","0,3121416926","0,4472221596","0,1829541968","0,2322572703","0,2018226473","0,2975829939","0,6",0
"0,5013339993","0,4326568722","0,3405864455","0,4612588889","0,184773249","0,2369133974","0,1483263779","0,3842504272","0,4",0
"0,5008857304","0,4163260504","0,3245861083","0,4296834746","0,1688057213","0,2234064295","0,1757938923","0,2907476676","0,4",0
"0,4998639211","0,4498506364","0,3592273217","0,4919140541","0,2170410843","0,2212665831","0,2308039259","0,2590493291","0,4",0
"0,5007960039","0,4398384582","0,3485489892","0,4864858861","0,1973283708","0,2333246185","0,1935554237","0,3460836145","0,4",0
"0,5001096857","0,4309236307","0,3464215294","0,4949617928","0,2103833669","0,2504209965","0,1972711577","0,3500251103","0,4",0
"0,4999874322","0,4051866416","0,3063005371","0,5128628679","0,1984507235","0,2248146382","0,2160901337","0,2956519898","0,4",0
"0,4999858029","0,4314018574","0,3332083941","0,4538633737","0,1887843962","0,2255096936","0,1798082035","0,3052639932","0,4",0
"0,5015856213","0,4545765044","0,3423846406","0,3995330465","0,2312767333","0,2322796969","0,1745679586","0,3041627017","0,2","0,5"
"0,537554317","0,426129264","0,289083449","0,41755089","0,2371130821","0,219271724","0,1869625048","0,2617631384","0,4","0,5"
"0,4987419985","0,4824324565","0,3188202436","0,4542314446","0,4317957153","0,222414652","0,1688621809","0,2702598062","0,4","0,5"
"0,503141445","0,4634576461","0,2911601369","0,4144770749","0,2306222701","0,2221812066","0,1458006402","0,2708818829","0,4","0,5"
"0,4989182448","0,4026853298","0,2739495939","0,4161724489","0,1960056047","0,2194900784","0,1701618284","0,2643638455","0,2",1
"0,4996456212","0,4248076612","0,332607836","0,413959295","0,2421025534","0,2271281374","0,1737345914","0,2986234506",0,1
"0,501549095","0,4184563334","0,3172866565","0,3898539148","0,3395505094","0,2306367261","0,1800844535","0,3132178719",0,1
"0,4885222954","0,2999395929","0,212409916","0,349163607","0,1688057213","0,215383618","0,1957409459","0,2427148023",0,1
"0,4998076196","0,50960578","0,4219327793","0,4147937279","0,363025191","0,2486530183","0,1762142033","0,4029409213","0,2",1
"0,49978714","0,4518576279","0,3436918664","0,4310311663","0,2004573356","0,250034088","0,1844632375","0,3983359656","0,2",1
"0,4980647047","0,455881638","0,3724914847","0,5127208082","0,2348331905","0,2287199131","0,1959549752","0,320264929","0,2",1
"0,5007205157","0,4710912334","0,3569803424","0,4225770683","0,2139163564","0,2318707808","0,1907987998","0,3526394274","0,2",1
"0,5108189809","0,4458527731","0,2950585744","0,3956834175","0,2350294883","0,2210081308","0,1897054374","0,2736867767","0,2",1
"0,4999439599","0,4417758523","0,2885534785","0,4991118207","0,2191154855","0,2604012112","0,1982777287","0,3610285741","0,2",1
"0,504964966","0,4085637036","0,2952591782","0,4109997925","0,2444779967","0,2441354649","0,1582174358","0,4271021584","0,2",1
"0,5048724557","0,4140947528","0,3317084755","0,4157746941","0,4571089145","0,2324076058","0,1727361595","0,3143228531","0,4",0
"0,5052969428","0,4908615476","0,3348574541","0,4169409614","0,3826106199","0,2394869233","0,2034285631","0,4407266321","0,6",0
"0,5193662959","0,4206089128","0,3310957558","0,4208883919","0,1910085679","0,2242768665","0,1981590544","0,1967728761","0,6",0
"0,5014260922","0,3816025409","0,3300542169","0,4172672803","0,208011873","0,2340438143","0,1894783981","0,3188065545","0,2",0
"0,5007055631","0,3866818545","0,3307307623","0,4157153812","0,2200470284","0,2211572172","0,216651353","0,1600089368","0,2",0
"0,5300416418","0,4227246881","0,3318217603","0,4185416562","0,2173614116","0,2330288026","0,2045285883","0,3236692449","0,4",0
"0,5023734101","0,4271210421","0,3321650731","0,4161316393","0,1875257972","0,234616898","0,2012948995","0,3257473723","0,4",0
"0,5010630024","0,495304101","0,3349374859","0,4156624827","0,2186430746","0,2294631367","0,1991375458","0,2805850471","0,4",0
"0,5308320248","0,4598424997","0,3336419963","0,4167451071","0,3856689742","0,2293128007","0,1704170368","0,2541227545","0,4",0
"0,5023102111","0,4649579843","0,333850244","0,4160696393","0,2465145667","0,2242917246","0,2130745849","0,2109418621","0,4",0
"0,5361395623","0,4458948654","0,3322173079","0,4234517696","0,246395876","0,2302292673","0,214853319","0,2552431049","0,4",0
"0,4998237831","0,4821575287","0,3348243863","0,4193837986","0,1836434604","0,2342226563","0,2052510171","0,3462938758","0,4",0
